record_id,source_split,transaction_type,merchant,amount,currency,transaction_date,bank,baseline_category_seed,target_category,notes,sms_text
sms_seed_v1-train-0313,train,debit,McDonald's,17986.89,USD,2024-07-08,Chase,Other,Food,Suggested from food-related merchant or message text.,$17986.89 withdrawn at McDonald's on 2024-07-08. Card ending in 1582. Balance: $6520.86.
sms_seed_v1-train-0314,train,debit,Amazon,18873.35,INR,2024-01-24,Axis,Other,Other,Defaulted to Other because the label was not certain.,INR 18873.35 debited via Credit Card to Amazon on 2024-01-24. Ref: 996947253408.
sms_seed_v1-train-0317,train,debit,Chevron,1415.14,INR,11-10-2023,SBI,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,debited of Rs. 1415.14 made at Chevron on 11-10-2023. Card ending 5790. Avl Bal: Rs. 61975.03.
sms_seed_v1-train-0319,train,debit,Uber,20437.62,USD,20-10-2024,Revolut,Transport,Transport,Suggested from transport-related merchant or message text.,spent: $20437.62 at Uber on 20-10-2024 with card ...4305.
sms_seed_v1-train-0320,train,debit,Shell,347.73,USD,2023-04-19,HDFC,Health,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,You made a $347.73 transaction at Shell on 2023-04-19. Available: $93318.22.
sms_seed_v1-train-0323,train,debit,Swiggy,5770.34,USD,22-05-2023,ICICI,Food,Food,Suggested from food-related merchant or message text.,You made a $5770.34 transaction at Swiggy on 22-05-2023. Available: $69927.09.
sms_seed_v1-train-0324,train,debit,Target,7030.67,USD,11-11-2023,Revolut,Other,Other,Defaulted to Other because the label was not certain.,$7030.67 withdrawn at Target on 11-11-2023. Card ending in 9337. Balance: $24697.35.
sms_seed_v1-train-0326,train,debit,AJIO,33490.7,USD,14-03-2024,SBI,Utilities,Other,Defaulted to Other because the label was not certain.,$33490.7 debited at AJIO on 14-03-2024. Card ending in 6604. Balance: $55705.11.
sms_seed_v1-train-0327,train,debit,Paytm,11243.34,INR,15-03-2023,Axis,Other,Other,Defaulted to Other because the label was not certain.,INR 11243.34 debited via Debit Card to Paytm on 15-03-2023. Ref: 884070738343.
sms_seed_v1-train-0328,train,debit,Grofers,8152.67,INR,2024-03-07,ICICI,Other,Groceries,Suggested from grocery-related merchant or message text.,INR 8152.67 withdrawn via Debit Card to Grofers on 2024-03-07. Ref: 556466734206.
sms_seed_v1-train-0329,train,debit,Walmart,1125.62,EUR,02-07-2024,Chase,Other,Other,Defaulted to Other because the label was not certain.,Transaction: €1125.62 to Walmart on 02-07-2024 via Net Banking.
sms_seed_v1-train-0331,train,debit,Target,26611.7,INR,2023-06-01,Chase,Other,Other,Defaulted to Other because the label was not certain.,INR 26611.7 spent via UPI to Target on 2023-06-01. Ref: 828586261503.
sms_seed_v1-train-0332,train,debit,Ola,39054.37,USD,14-10-2024,Axis,Transport,Transport,Suggested from transport-related merchant or message text.,You made a $39054.37 transaction at Ola on 14-10-2024. Available: $94843.25.
sms_seed_v1-train-0333,train,debit,MakeMyTrip,20115.11,USD,24/09/2023,Bank of America,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,debited: $20115.11 at MakeMyTrip on 24/09/2023 with card ...5709.
sms_seed_v1-train-0334,train,debit,Costco,42751.55,USD,13/05/2024,Axis,Health,Other,Defaulted to Other because the label was not certain.,You made a $42751.55 transaction at Costco on 13/05/2024. Available: $38199.23.
sms_seed_v1-train-0337,train,debit,KFC,44002.93,USD,13-10-2023,Kotak,Other,Food,Suggested from food-related merchant or message text.,$44002.93 debited at KFC on 13-10-2023. Card ending in 2478. Balance: $58200.94.
sms_seed_v1-train-0340,train,debit,Zomato,43128.37,INR,22-08-2024,Bank of America,Food,Food,Suggested from food-related merchant or message text.,INR 43128.37 withdrawn via Net Banking to Zomato on 22-08-2024. Ref: 211864672471.
sms_seed_v1-train-0341,train,debit,Chevron,48512.86,JPY,01/11/2024,Kotak,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,¥48512.86 withdrawn at Chevron on 01/11/2024. Balance: ¥50640.5.
sms_seed_v1-train-0342,train,debit,McDonald's,21228.5,USD,09/06/2023,Chase,Health,Food,Suggested from food-related merchant or message text.,You made a $21228.5 transaction at McDonald's on 09/06/2023. Available: $55360.13.
sms_seed_v1-train-0344,train,debit,BP,26647.05,USD,20/10/2023,Chase,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,$26647.05 withdrawn at BP on 20/10/2023. Card ending in 2140. Balance: $13761.92.
sms_seed_v1-train-0345,train,debit,Grofers,30902.93,EUR,2024-09-24,Kotak,Other,Groceries,Suggested from grocery-related merchant or message text.,Transaction: €30902.93 to Grofers on 2024-09-24 via Net Banking.
sms_seed_v1-train-0346,train,debit,Target,45866.34,INR,2024-01-09,Axis,Other,Other,Defaulted to Other because the label was not certain.,INR 45866.34 debited via Net Banking to Target on 2024-01-09. Ref: 697315987764.
sms_seed_v1-train-0347,train,debit,Netflix,36421.8,INR,28/10/2024,Chase,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,Rs. 36421.8 withdrawn from A/c **6762 on 28/10/2024 at Netflix. Avl Bal: Rs. 65756.82.
sms_seed_v1-train-0352,train,debit,Spotify,39775.15,INR,08/11/2024,SBI,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,INR 39775.15 debited via UPI to Spotify on 08/11/2024. Ref: 101094353669.
sms_seed_v1-train-0355,train,debit,Costco,24164.91,EUR,24/04/2024,SBI,Other,Other,Defaulted to Other because the label was not certain.,€24164.91 debited at Costco on 24/04/2024. Card: ****6220. Balance: €27143.77.
sms_seed_v1-train-0356,train,debit,Pizza Hut,21104.84,JPY,09-05-2023,Bank of America,Food,Food,Suggested from food-related merchant or message text.,¥21104.84 withdrawn at Pizza Hut on 09-05-2023. Balance: ¥78540.23.
sms_seed_v1-train-0357,train,debit,Exxon,28795.37,INR,08/09/2024,Kotak,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,Rs. 28795.37 spent from A/c **4105 on 08/09/2024 at Exxon. Avl Bal: Rs. 82222.04.
sms_seed_v1-train-0358,train,debit,Walmart,49754.01,INR,19-09-2024,Bank of America,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **4371 spent Rs. 49754.01 on 19-09-2024 at Walmart. Balance: Rs. 22306.83.
sms_seed_v1-train-0360,train,debit,BookMyShow,39317.86,INR,12-03-2024,SBI,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,INR 39317.86 withdrawn via Credit Card to BookMyShow on 12-03-2024. Ref: 522314958423.
sms_seed_v1-train-0361,train,debit,Exxon,2235.17,INR,20/09/2024,Axis,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,spent of Rs. 2235.17 made at Exxon on 20/09/2024. Card ending 6919. Avl Bal: Rs. 68392.95.
sms_seed_v1-val-0001,val,debit,Costco,21066.3,INR,16-06-2024,SBI,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **5802 withdrawn Rs. 21066.3 on 16-06-2024 at Costco. Balance: Rs. 20154.37.
sms_seed_v1-val-0002,val,debit,Starbucks,48520.76,INR,17/08/2024,HDFC,Other,Food,Suggested from food-related merchant or message text.,Your A/c **7702 spent Rs. 48520.76 on 17/08/2024 at Starbucks. Balance: Rs. 20790.54.
sms_seed_v1-val-0003,val,debit,Netflix,29690.13,USD,23/11/2023,Axis,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,$29690.13 withdrawn at Netflix on 23/11/2023. Card ending in 3139. Balance: $82551.17.
sms_seed_v1-val-0005,val,debit,Zomato,44364.63,USD,2024-10-16,Kotak,Food,Food,Suggested from food-related merchant or message text.,$44364.63 spent at Zomato on 2024-10-16. Card ending in 4376. Balance: $2084.91.
sms_seed_v1-val-0006,val,debit,MakeMyTrip,18849.87,USD,24-06-2024,ICICI,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,withdrawn: $18849.87 at MakeMyTrip on 24-06-2024 with card ...5956.
sms_seed_v1-val-0007,val,debit,Target,37472.71,INR,04-06-2024,Kotak,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **7625 spent Rs. 37472.71 on 04-06-2024 at Target. Balance: Rs. 27583.46.
sms_seed_v1-val-0008,val,debit,Paytm,11857.95,INR,17/03/2023,HDFC,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **2526 debited Rs. 11857.95 on 17/03/2023 at Paytm. Balance: Rs. 71386.84.
sms_seed_v1-val-0009,val,debit,Google Pay,45722.11,INR,27-11-2023,SBI,Other,Other,Defaulted to Other because the label was not certain.,Rs. 45722.11 debited from A/c **7251 on 27-11-2023 at Google Pay. Avl Bal: Rs. 87747.93.
sms_seed_v1-val-0012,val,debit,Amazon,33678.24,INR,06/07/2023,Revolut,Other,Other,Defaulted to Other because the label was not certain.,INR 33678.24 spent via Credit Card to Amazon on 06/07/2023. Ref: 497888702250.
sms_seed_v1-val-0013,val,debit,Zomato,41735.12,USD,10-04-2023,Chase,Food,Food,Suggested from food-related merchant or message text.,debited: $41735.12 at Zomato on 10-04-2023 with card ...2917.
sms_seed_v1-val-0014,val,debit,BookMyShow,11100.66,INR,01/07/2024,Revolut,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,Rs. 11100.66 spent from A/c **5106 on 01/07/2024 at BookMyShow. Avl Bal: Rs. 92080.73.
sms_seed_v1-val-0015,val,debit,Pizza Hut,37330.47,JPY,2023-04-11,Chase,Food,Food,Suggested from food-related merchant or message text.,¥37330.47 debited at Pizza Hut on 2023-04-11. Balance: ¥80057.55.
sms_seed_v1-val-0016,val,debit,McDonald's,31656.84,INR,2023-01-26,Revolut,Other,Food,Suggested from food-related merchant or message text.,Rs. 31656.84 debited from A/c **9805 on 2023-01-26 at McDonald's. Avl Bal: Rs. 18197.07.
sms_seed_v1-val-0018,val,debit,Myntra,45249.84,EUR,2023-07-21,SBI,Other,Other,Defaulted to Other because the label was not certain.,€45249.84 spent at Myntra on 2023-07-21. Card: ****8414. Balance: €17729.94.
sms_seed_v1-val-0019,val,debit,Uber,16290.94,INR,23/07/2024,Kotak,Transport,Transport,Suggested from transport-related merchant or message text.,Your A/c **8829 withdrawn Rs. 16290.94 on 23/07/2024 at Uber. Balance: Rs. 71555.67.
sms_seed_v1-val-0020,val,debit,Google Pay,34815.65,INR,24/07/2023,Revolut,Other,Other,Defaulted to Other because the label was not certain.,Rs. 34815.65 spent from A/c **5349 on 24/07/2023 at Google Pay. Avl Bal: Rs. 21086.62.
sms_seed_v1-val-0021,val,debit,Myntra,39508.5,INR,16-10-2023,HDFC,Other,Other,Defaulted to Other because the label was not certain.,Rs. 39508.5 withdrawn from A/c **9103 on 16-10-2023 at Myntra. Avl Bal: Rs. 49877.99.
sms_seed_v1-val-0023,val,debit,Uber,28863.85,INR,01-11-2024,Bank of America,Transport,Transport,Suggested from transport-related merchant or message text.,INR 28863.85 spent via Net Banking to Uber on 01-11-2024. Ref: 346293423344.
sms_seed_v1-val-0024,val,debit,MakeMyTrip,40657.02,JPY,23-05-2023,Revolut,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,¥40657.02 withdrawn at MakeMyTrip on 23-05-2023. Balance: ¥13849.82.
sms_seed_v1-val-0025,val,debit,Uber,27506.11,INR,2024-03-03,ICICI,Transport,Transport,Suggested from transport-related merchant or message text.,debited of Rs. 27506.11 made at Uber on 2024-03-03. Card ending 8909. Avl Bal: Rs. 25897.5.
sms_seed_v1-val-0026,val,debit,MakeMyTrip,426.15,INR,2024-03-05,Axis,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,Your A/c **2350 spent Rs. 426.15 on 2024-03-05 at MakeMyTrip. Balance: Rs. 33191.72.
sms_seed_v1-val-0027,val,debit,McDonald's,17910.22,INR,09/12/2023,Chase,Other,Food,Suggested from food-related merchant or message text.,debited of Rs. 17910.22 made at McDonald's on 09/12/2023. Card ending 9289. Avl Bal: Rs. 40444.53.
sms_seed_v1-val-0028,val,debit,Myntra,11707.39,USD,12/08/2023,Kotak,Other,Other,Defaulted to Other because the label was not certain.,spent: $11707.39 at Myntra on 12/08/2023 with card ...8895.
sms_seed_v1-val-0029,val,debit,Uber,5538.34,USD,16-02-2023,Chase,Transport,Transport,Suggested from transport-related merchant or message text.,$5538.34 withdrawn at Uber on 16-02-2023. Card ending in 4874. Balance: $40208.31.
sms_seed_v1-val-0030,val,debit,BookMyShow,15396.53,INR,2023-08-20,Chase,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,Your A/c **2818 spent Rs. 15396.53 on 2023-08-20 at BookMyShow. Balance: Rs. 14522.52.
sms_seed_v1-val-0033,val,debit,KFC,39248.67,INR,2023-07-18,Kotak,Other,Food,Suggested from food-related merchant or message text.,spent of Rs. 39248.67 made at KFC on 2023-07-18. Card ending 6480. Avl Bal: Rs. 86507.14.
sms_seed_v1-val-0036,val,debit,Ola,7095.95,EUR,21-03-2024,Axis,Transport,Transport,Suggested from transport-related merchant or message text.,€7095.95 spent at Ola on 21-03-2024. Card: ****2926. Balance: €37484.19.
sms_seed_v1-val-0038,val,debit,Spotify,40297.59,INR,2024-07-12,Revolut,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,Your A/c **3683 debited Rs. 40297.59 on 2024-07-12 at Spotify. Balance: Rs. 43496.67.
sms_seed_v1-val-0040,val,debit,Netflix,32911.28,EUR,15-11-2024,HDFC,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,€32911.28 debited at Netflix on 15-11-2024. Card: ****3000. Balance: €45056.02.
sms_seed_v1-val-0042,val,debit,Nykaa,25257.66,USD,15-07-2024,ICICI,Health,Other,Defaulted to Other because the label was not certain.,You made a $25257.66 transaction at Nykaa on 15-07-2024. Available: $20721.43.
sms_seed_v1-val-0043,val,debit,Exxon,45710.47,INR,02/08/2023,Revolut,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,INR 45710.47 debited via Credit Card to Exxon on 02/08/2023. Ref: 484525996602.
sms_seed_v1-val-0044,val,debit,Grofers,7785.02,EUR,23-07-2023,Revolut,Other,Groceries,Suggested from grocery-related merchant or message text.,€7785.02 withdrawn at Grofers on 23-07-2023. Card: ****3938. Balance: €66244.59.
sms_seed_v1-val-0045,val,debit,BigBasket,29769.67,INR,15/04/2024,ICICI,Groceries,Groceries,Suggested from grocery-related merchant or message text.,Rs. 29769.67 withdrawn from A/c **7505 on 15/04/2024 at BigBasket. Avl Bal: Rs. 84177.07.
sms_seed_v1-val-0046,val,debit,AJIO,19901.42,JPY,05/02/2023,Revolut,Utilities,Other,Defaulted to Other because the label was not certain.,ご利用¥19901.42 at AJIO on 05/02/2023. Available: ¥65105.79.
sms_seed_v1-val-0048,val,debit,Paytm,43234.03,INR,17/09/2023,Revolut,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **6079 spent Rs. 43234.03 on 17/09/2023 at Paytm. Balance: Rs. 53570.35.
sms_seed_v1-val-0049,val,debit,Target,7972.15,INR,22-11-2023,Chase,Other,Other,Defaulted to Other because the label was not certain.,debited of Rs. 7972.15 made at Target on 22-11-2023. Card ending 4522. Avl Bal: Rs. 7814.53.
sms_seed_v1-val-0050,val,debit,Chevron,2810.58,INR,11/04/2024,Bank of America,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,Rs. 2810.58 withdrawn from A/c **2385 on 11/04/2024 at Chevron. Avl Bal: Rs. 28095.14.
sms_seed_v1-val-0051,val,debit,Best Buy,15909.55,USD,04-06-2024,Chase,Health,Other,Defaulted to Other because the label was not certain.,You made a $15909.55 transaction at Best Buy on 04-06-2024. Available: $54216.35.
sms_seed_v1-val-0052,val,debit,BigBasket,39140.07,INR,2023-07-13,Axis,Groceries,Groceries,Suggested from grocery-related merchant or message text.,Rs. 39140.07 debited from A/c **9088 on 2023-07-13 at BigBasket. Avl Bal: Rs. 11425.16.
sms_seed_v1-val-0054,val,debit,BP,28648.73,INR,16/11/2024,Revolut,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,Rs. 28648.73 spent from A/c **2558 on 16/11/2024 at BP. Avl Bal: Rs. 61269.51.
sms_seed_v1-val-0055,val,debit,Zomato,49144.24,EUR,2023-08-06,Chase,Food,Food,Suggested from food-related merchant or message text.,€49144.24 withdrawn at Zomato on 2023-08-06. Card: ****8192. Balance: €62856.2.
sms_seed_v1-val-0057,val,debit,Starbucks,37346.22,INR,09-10-2023,Axis,Other,Food,Suggested from food-related merchant or message text.,INR 37346.22 withdrawn via Net Banking to Starbucks on 09-10-2023. Ref: 898852412501.
sms_seed_v1-val-0058,val,debit,McDonald's,42318.53,INR,13/02/2023,Bank of America,Other,Food,Suggested from food-related merchant or message text.,INR 42318.53 withdrawn via Debit Card to McDonald's on 13/02/2023. Ref: 548425828497.
sms_seed_v1-val-0059,val,debit,McDonald's,907.85,USD,07-02-2023,HDFC,Health,Food,Suggested from food-related merchant or message text.,You made a $907.85 transaction at McDonald's on 07-02-2023. Available: $70324.66.
sms_seed_v1-val-0060,val,debit,BigBasket,19422.27,USD,10-04-2024,HDFC,Groceries,Groceries,Suggested from grocery-related merchant or message text.,You made a $19422.27 transaction at BigBasket on 10-04-2024. Available: $48104.56.
sms_seed_v1-val-0061,val,debit,BigBasket,21656.85,INR,2023-03-09,Kotak,Groceries,Groceries,Suggested from grocery-related merchant or message text.,INR 21656.85 withdrawn via Wallet to BigBasket on 2023-03-09. Ref: 687071803864.
sms_seed_v1-val-0063,val,debit,Flipkart,25192.97,INR,13-07-2024,HDFC,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **4351 spent Rs. 25192.97 on 13-07-2024 at Flipkart. Balance: Rs. 79851.94.
sms_seed_v1-val-0064,val,debit,Uber,19065.35,INR,05/08/2024,HDFC,Transport,Transport,Suggested from transport-related merchant or message text.,Rs. 19065.35 withdrawn from A/c **6530 on 05/08/2024 at Uber. Avl Bal: Rs. 49767.93.
sms_seed_v1-val-0066,val,debit,Grofers,476.82,USD,13-03-2024,Revolut,Health,Groceries,Suggested from grocery-related merchant or message text.,You made a $476.82 transaction at Grofers on 13-03-2024. Available: $15781.71.
sms_seed_v1-val-0067,val,debit,Target,23896.29,INR,24-10-2024,Chase,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **7955 debited Rs. 23896.29 on 24-10-2024 at Target. Balance: Rs. 29137.4.
sms_seed_v1-val-0068,val,debit,Target,36246.33,INR,19-03-2024,Axis,Other,Other,Defaulted to Other because the label was not certain.,INR 36246.33 spent via Debit Card to Target on 19-03-2024. Ref: 673807020268.
sms_seed_v1-val-0069,val,debit,Costco,35443.27,USD,26-09-2023,Axis,Other,Other,Defaulted to Other because the label was not certain.,spent: $35443.27 at Costco on 26-09-2023 with card ...9835.
sms_seed_v1-val-0070,val,debit,Spotify,43570.16,USD,21/04/2024,Bank of America,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,withdrawn: $43570.16 at Spotify on 21/04/2024 with card ...3559.
sms_seed_v1-val-0071,val,debit,MakeMyTrip,19326.65,INR,16/10/2024,Axis,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,Your A/c **2929 spent Rs. 19326.65 on 16/10/2024 at MakeMyTrip. Balance: Rs. 85069.22.
sms_seed_v1-val-0072,val,debit,Zomato,43472.12,USD,20-11-2023,ICICI,Food,Food,Suggested from food-related merchant or message text.,$43472.12 spent at Zomato on 20-11-2023. Card ending in 1488. Balance: $35403.95.
sms_seed_v1-val-0073,val,debit,Target,17276.61,EUR,2023-03-16,SBI,Other,Other,Defaulted to Other because the label was not certain.,Transaction: €17276.61 to Target on 2023-03-16 via Credit Card.
sms_seed_v1-val-0075,val,debit,Whole Foods,45267.27,INR,08-07-2023,ICICI,Food,Other,Defaulted to Other because the label was not certain.,INR 45267.27 debited via Debit Card to Whole Foods on 08-07-2023. Ref: 153707142576.
sms_seed_v1-val-0076,val,debit,BookMyShow,21479.95,INR,22/03/2024,Chase,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,Rs. 21479.95 spent from A/c **7828 on 22/03/2024 at BookMyShow. Avl Bal: Rs. 59693.99.
sms_seed_v1-val-0077,val,debit,Target,25799.8,INR,20/03/2023,Axis,Other,Other,Defaulted to Other because the label was not certain.,Your A/c **6822 debited Rs. 25799.8 on 20/03/2023 at Target. Balance: Rs. 90600.29.
sms_seed_v1-val-0078,val,debit,Myntra,20591.4,USD,18/05/2024,Revolut,Health,Other,Defaulted to Other because the label was not certain.,You made a $20591.4 transaction at Myntra on 18/05/2024. Available: $16103.93.
sms_seed_v1-val-0080,val,debit,Costco,43973.16,JPY,2024-05-17,SBI,Health,Other,Defaulted to Other because the label was not certain.,ご利用¥43973.16 at Costco on 2024-05-17. Available: ¥7747.68.
sms_seed_v1-val-0082,val,debit,Whole Foods,8873.49,JPY,02-03-2023,Kotak,Food,Other,Defaulted to Other because the label was not certain.,ご利用¥8873.49 at Whole Foods on 02-03-2023. Available: ¥92173.3.
sms_seed_v1-val-0083,val,debit,Shell,3951.83,INR,24-09-2024,Chase,Other,Transport,Suggested from fuel-related merchant or message text; collapsed to Transport because Fuel is not in the shipped taxonomy.,debited of Rs. 3951.83 made at Shell on 24-09-2024. Card ending 1862. Avl Bal: Rs. 79444.48.
sms_seed_v1-val-0085,val,debit,Costco,6307.19,EUR,2024-02-11,HDFC,Other,Other,Defaulted to Other because the label was not certain.,€6307.19 debited at Costco on 2024-02-11. Card: ****8984. Balance: €93152.5.
sms_seed_v1-val-0088,val,debit,BookMyShow,38617.15,INR,24/07/2023,SBI,Entertainment,Entertainment,Suggested from entertainment-related merchant or message text.,INR 38617.15 withdrawn via Credit Card to BookMyShow on 24/07/2023. Ref: 969792967057.
sms_seed_v1-val-0089,val,debit,MakeMyTrip,41031.2,INR,2023-02-21,HDFC,Other,Transport,Suggested from travel-ticket merchant or message text; collapsed to Transport because Travel is not in the shipped taxonomy.,Rs. 41031.2 debited from A/c **2635 on 2023-02-21 at MakeMyTrip. Avl Bal: Rs. 42320.62.
